,date,time,open,high,low,close,jdiff_vol,value,jongchk,rate,sign
428,20240102,141000,10140,10150,10140,10140,1330,13,0,0,5
429,20240102,141100,10130,10140,10110,10140,2545,26,0,0,5
430,20240102,141200,10130,10140,10130,10130,1342,14,0,0,5
431,20240102,141300,10130,10150,10130,10140,869,9,0,0,5
432,20240102,141400,10140,10160,10140,10150,2414,25,0,0,5
433,20240102,141500,10150,10170,10150,10160,5493,56,0,0,5
434,20240102,141600,10160,10170,10160,10170,904,9,0,0,5
435,20240102,141700,10170,10180,10160,10170,4880,50,0,0,5
436,20240102,141800,10180,10180,10160,10160,1352,14,0,0,5
437,20240102,141900,10160,10180,10160,10170,702,7,0,0,5
438,20240102,142000,10180,10180,10170,10170,785,8,0,0,5
439,20240102,142100,10170,10180,10170,10170,1493,15,0,0,5
440,20240102,142200,10170,10180,10170,10180,1019,10,0,0,5
441,20240102,142300,10170,10180,10160,10180,1793,18,0,0,5
442,20240102,142400,10180,10180,10160,10170,1692,17,0,0,5
443,20240102,142500,10170,10180,10160,10170,2113,21,0,0,5
444,20240102,142600,10170,10170,10160,10170,1244,13,0,0,5
445,20240102,142700,10170,10180,10170,10170,1383,14,0,0,5
446,20240102,142800,10180,10180,10170,10170,3543,36,0,0,5
447,20240102,142900,10170,10180,10170,10170,1326,13,0,0,5
448,20240102,143000,10170,10180,10160,10170,1387,14,0,0,5
449,20240102,143100,10180,10180,10170,10170,1180,12,0,0,5
450,20240102,143200,10170,10180,10160,10160,2363,24,0,0,5
451,20240102,143300,10160,10190,10160,10190,1662,17,0,0,5
452,20240102,143400,10180,10190,10170,10180,2002,20,0,0,5
453,20240102,143500,10180,10190,10180,10190,3353,34,0,0,5
454,20240102,143600,10180,10200,10180,10190,4688,48,0,0,5
455,20240102,143700,10190,10200,10180,10180,2713,28,0,0,5
456,20240102,143800,10190,10200,10180,10190,1366,14,0,0,5
457,20240102,143900,10190,10200,10170,10180,3372,34,0,0,5
458,20240102,144000,10180,10200,10180,10190,2688,27,0,0,5
459,20240102,144100,10200,10200,10180,10190,1855,19,0,0,5
460,20240102,144200,10200,10210,10190,10190,3105,32,0,0,5
461,20240102,144300,10200,10210,10190,10210,2672,27,0,0,5
462,20240102,144400,10200,10210,10200,10210,2979,30,0,0,5
463,20240102,144500,10210,10210,10190,10190,2415,25,0,0,5
464,20240102,144600,10190,10210,10190,10200,2081,21,0,0,5
465,20240102,144700,10200,10210,10180,10190,2828,29,0,0,5
466,20240102,144800,10180,10210,10180,10200,4036,41,0,0,5
467,20240102,144900,10210,10210,10180,10200,2217,23,0,0,5
468,20240102,145000,10200,10210,10190,10200,2771,28,0,0,5
469,20240102,145100,10200,10210,10190,10200,2202,22,0,0,5
470,20240102,145200,10200,10210,10180,10200,2055,21,0,0,5
471,20240102,145300,10190,10210,10180,10200,2782,28,0,0,5
472,20240102,145400,10200,10200,10170,10180,3737,38,0,0,5
473,20240102,145500,10180,10200,10180,10180,3545,36,0,0,5
474,20240102,145600,10190,10200,10170,10190,3321,34,0,0,5
475,20240102,145700,10180,10190,10170,10190,3079,31,0,0,5
476,20240102,145800,10180,10190,10160,10170,5215,53,0,0,5
477,20240102,145900,10170,10190,10170,10190,2884,29,0,0,5
478,20240102,150000,10180,10190,10170,10180,1944,20,0,0,5
479,20240102,150100,10180,10190,10170,10180,4015,41,0,0,5
480,20240102,150200,10180,10190,10180,10180,3099,32,0,0,5
481,20240102,150300,10180,10200,10180,10190,2383,24,0,0,5
482,20240102,150400,10190,10200,10190,10190,3361,34,0,0,5
483,20240102,150500,10190,10190,10180,10180,2079,21,0,0,5
484,20240102,150600,10180,10200,10180,10190,2642,27,0,0,5
485,20240102,150700,10180,10190,10180,10180,2458,25,0,0,5
486,20240102,150800,10180,10190,10180,10190,2435,25,0,0,5
487,20240102,150900,10190,10190,10170,10180,2951,30,0,0,5
488,20240102,151000,10170,10190,10170,10180,1876,19,0,0,5
489,20240102,151100,10180,10190,10180,10180,2804,29,0,0,5
490,20240102,151200,10180,10190,10180,10180,2477,25,0,0,5
491,20240102,151300,10180,10190,10170,10170,3427,35,0,0,5
492,20240102,151400,10170,10190,10170,10170,2331,24,0,0,5
493,20240102,151500,10170,10180,10170,10170,3076,31,0,0,5
494,20240102,151600,10170,10190,10170,10170,2509,26,0,0,5
495,20240102,151700,10170,10180,10170,10170,2777,28,0,0,5
496,20240102,151800,10180,10180,10160,10160,471,5,0,0,5
497,20240102,151900,10170,10170,10160,10160,42,0,0,0,5
498,20240102,152000,10170,10170,10160,10170,812,8,0,0,5
499,20240102,153000,10160,10160,10160,10160,57637,586,0,0,5
